BusinessName,FHRSID,BusinessType,RatingDate,RatingValue,AddressLine1,AddressLine2,AddressLine3,Hygiene,Structural,ConfidenceInManagement,Longitude,Latitude
Paul UK Limited,877754,Restaurant/Cafe/Canteen,2016-08-01,5,61 Notting Hill Gate,LONDON,W11 3JS,5,5,0,-0.19654600000000,51.50883600000000
Paul's Bakery,333746,Retailers - other,2015-08-13,4,Ground Floor,134 King's Road,"LONDON, SW3 4XB",5,5,10,-0.16382600000000,51.48966900000000
Paxton & Whitfield,333515,Manufacturers/packers,2015-07-21,5,22 Cale Street,LONDON,SW3 3QU,5,0,5,-0.16689600000000,51.49070700000000
Payless Convenience Food Store,333921,Retailers - other,2015-02-02,3,128 Bramley Road,LONDON,W10 6TJ,10,10,10,-0.21719700000000,51.51581600000000
Pedlars,334007,Restaurant/Cafe/Canteen,2011-03-10,5,128 Talbot Road,LONDON,W11 1JA,0,5,0,-0.20456000000000,51.51612600000000
Pelham Hotel,334636,Restaurant/Cafe/Canteen,2016-07-19,5,15-18 Cromwell Place,LONDON,SW7 2LA,5,5,5,-0.17508500000000,51.49448500000000
Pellicanino Restaurant,716756,Restaurant/Cafe/Canteen,2014-12-10,5,19-21 Elystan Street,LONDON,SW3 3NT,5,5,5,-0.16724800000000,51.49125200000000
Pellicano Restaurant,727852,Restaurant/Cafe/Canteen,2014-12-09,5,35 Ixworth Place,LONDON,SW3 3QX,5,5,5,-0.16858900000000,51.49193800000000
Pembridge Hall Lower School,334893,School/college/university,2015-06-23,5,18 Pembridge Square,LONDON,W2 4EH,5,5,0,-0.19420800000000,51.51146200000000
Pembridge Hall School,333629,School/college/university,2015-06-23,5,10 Pembridge Square,LONDON,W2 4ED,0,5,0,-0.19568600000000,51.51126000000000
Pepper Pot Day Centre,333539,Restaurant/Cafe/Canteen,2016-02-01,4,Unit A,1 Thorpe Close,"LONDON, W10 5XL",,,,-0.20894700000000,51.51818100000000
Perfectly Sorted,716729,Other catering premises,2014-11-19,5,,,,0,0,0,,
Petit Cafe,333809,Restaurant/Cafe/Canteen,2016-08-01,3,Unit 1 Portobello Green,281 Portobello Road,"LONDON, W10 5TZ",10,10,10,-0.20749400000000,51.51883300000000
Peyotito,837783,Restaurant/Cafe/Canteen,2016-08-08,5,31 Kensington Park Road,LONDON,W11 2EU,5,0,5,-0.20592000000000,51.51525700000000
Pharsalia,815017,Other catering premises,2016-01-29,5,,,,5,5,5,,
Phat Phuc Noodle Bar,556050,Restaurant/Cafe/Canteen,2016-01-22,4,250 King's Road,LONDON,SW3 5UE,5,5,10,-0.16918500000000,51.48748700000000
Physis Foods Ltd,904402,Retailers - other,2016-07-21,5,,,,5,5,5,,
Piano,333544,Restaurant/Cafe/Canteen,2014-12-10,5,106 Kensington High Street,LONDON,W8 4PE,0,0,5,-0.19065700000000,51.50251400000000
Piccolo bar,334430,Restaurant/Cafe/Canteen,2015-09-07,5,149A Sloane Street,LONDON,,5,5,5,-0.15765600000000,51.49336800000000
Piccolo Cucina,746264,Restaurant/Cafe/Canteen,2015-09-16,4,186 Kensington Park Road,LONDON,W11 2ES,5,5,10,-0.20559400000000,51.51547700000000
Pie Man Food Company,334510,Takeaway/sandwich shop,2015-06-22,3,16 Cale Street,LONDON,SW3 3QU,10,5,10,-0.16689600000000,51.49070700000000
Pierino Pizza Pasta,334701,Restaurant/Cafe/Canteen,2015-07-23,3,37 Thurloe Place,LONDON,SW7 2HP,5,10,10,-0.17385900000000,51.49524000000000
Pig & Whistle PH,446316,Pub/bar/nightclub,2015-02-20,5,92-94 Bramley Road,LONDON,W10 6UG,5,5,5,-0.21747100000000,51.51396700000000
Pig and Whistle Kitchen,738979,Pub/bar/nightclub,2015-02-19,5,92-94 Bramley Road,LONDON,W10 6UG,5,5,5,-0.21747100000000,51.51396700000000
Pinoy Supermarket,657545,Retailers - other,2016-07-18,4,10 Hogarth Road,LONDON,SW5 0PT,10,5,5,-0.19253900000000,51.49283100000000
Pippa pop-Ins Nursery School,815002,Hospitals/Childcare/Caring Premises,2015-09-16,5,5 Kensington Place,LONDON,W8 7PT,0,0,5,-0.19647200000000,51.50778300000000
Pix,668406,Restaurant/Cafe/Canteen,2016-06-09,5,185 Portobello Road,LONDON,W11 2ED,5,5,5,-0.20510100000000,51.51554100000000
Pizza and Pasta Sole e Luna,333661,Restaurant/Cafe/Canteen,2015-07-07,4,32-34 Thurloe Street,LONDON,SW7 2LT,5,5,10,-0.17371000000000,51.49430200000000
Pizza at Home,333442,Restaurant/Cafe/Canteen,2016-02-08,1,350 Old Brompton Road,LONDON,SW5 9JU,10,10,20,-0.19556500000000,51.48769800000000
Pizza East,334160,Restaurant/Cafe/Canteen,2016-04-11,4,310 Portobello Road,LONDON,W10 5TA,10,5,5,-0.20908600000000,51.52088100000000
Pizza Express,334491,Restaurant/Cafe/Canteen,2016-08-09,4,137-139 Notting Hill Gate,LONDON,W11 3LB,10,5,5,-0.19892200000000,51.50849500000000
Pizza Express,334698,Restaurant/Cafe/Canteen,2016-03-21,5,152 King's Road,LONDON,SW3 4UT,0,0,0,-0.16549100000000,51.48911100000000
Pizza Express,333462,Restaurant/Cafe/Canteen,2016-08-03,5,6-7 Beauchamp Place,#Error,NDON SW3 1NQ,0,5,0,-0.16491100000000,51.49779800000000
Pizza Express,756207,Restaurant/Cafe/Canteen,,AwaitingInspection,Basement And Ground Floor,88 Cromwell Road,"LONDON, SW7 4EW",,,,,
Pizza Express,334438,Restaurant/Cafe/Canteen,2016-05-04,4,Basement And Ground Floor,35 Earl's Court Road,"LONDON, W8 6ED",5,5,10,-0.19745000000000,51.49760100000000
Pizza Express,334692,Restaurant/Cafe/Canteen,2016-02-17,5,Basement To Second Floor,363 Fulham Road,"LONDON,",0,5,0,-0.18136000000000,51.48525800000000
Pizza Roma,640121,Restaurant/Cafe/Canteen,2016-06-15,2,12 Bute Street,LONDON,SW7 3EX,10,15,10,-0.17618100000000,51.49373800000000
PizzaMetroPizza,334044,Restaurant/Cafe/Canteen,2016-02-25,3,147-149 Notting Hill Gate,LONDON,W11 3LF,10,10,10,-0.20007800000000,51.50842300000000
Pizzeria Da Mario,334391,Restaurant/Cafe/Canteen,2016-04-18,5,15 Gloucester Road,LONDON,SW7 5PP,5,5,5,,
Pizzetta,879054,Restaurant/Cafe/Canteen,2016-06-15,4,22 Bute Street,LONDON,SW7 3EX,0,0,10,-0.17618100000000,51.49373800000000
Pizzicotto,741591,Restaurant/Cafe/Canteen,2015-03-30,5,267 Kensington High Street,LONDON,W8 6NA,5,5,5,-0.19922500000000,51.49862600000000
PJ`s Bar And Grill,334617,Restaurant/Cafe/Canteen,2015-04-24,5,52 Fulham Road,LONDON,SW3 6HH,5,5,5,-0.17269700000000,51.49151700000000
Plush Foods,765070,Restaurant/Cafe/Canteen,2015-05-20,5,Exhibition Centre,Warwick Road,"LONDON, SW5 9TA",5,5,5,-0.19742800000000,51.48940800000000
Poggi's,905455,Restaurant/Cafe/Canteen,2016-09-08,5,Basement and Ground Floor,23 All Saints Road,"LONDON, W11 1HE",0,5,5,-0.20435500000000,51.51839800000000
Poilane Limited,334280,Restaurant/Cafe/Canteen,2016-03-10,5,39 Cadogan Gardens,LONDON,SW3 2TB,5,5,5,-0.16006100000000,51.49193900000000
Pollyanna's,333607,Restaurant/Cafe/Canteen,2015-01-27,5,Emslie Horniman Garden,East Row,LONDON,0,5,5,,
Polpo,861359,Restaurant/Cafe/Canteen,2016-06-07,5,109-125 Knightsbridge,LONDON,,5,5,5,-0.15981700000000,51.50159400000000
Polpo,635681,Pub/bar/nightclub,2016-02-11,5,126-128 Notting Hill Gate,LONDON,W11 3QG,5,5,0,-0.19983000000000,51.50886000000000
Polpo,746272,Restaurant/Cafe/Canteen,2015-11-02,4,81 Duke Of York Square,LONDON,SW3 4LY,5,10,5,-0.15940400000000,51.49145300000000
Polygon Investments,333949,Restaurant/Cafe/Canteen,2014-12-15,5,4 Sloane Terrace,LONDON,SW1X 9DQ,5,5,0,,
Pooh Corner Kindergarten,334927,Hospitals/Childcare/Caring Premises,2015-05-15,4,Ground Part And Second Floor,49 Emperor's Gate,"LONDON, SW7 4HJ",5,10,5,-0.18622000000000,51.49632200000000
Pop,744679,Takeaway/sandwich shop,2015-02-11,3,15 Blenheim Crescent,LONDON,W11 2EE,5,10,10,-0.20544200000000,51.51568100000000
Porky's BBQ,846666,Restaurant/Cafe/Canteen,2016-03-21,5,343 Fulham Road,LONDON,,5,0,5,-0.18089000000000,51.48582600000000
Portland 24/7,609415,Retailers - other,2015-05-05,5,33 Kensington High Street,LONDON,W8 5EA,5,5,0,-0.18884100000000,51.50218000000000
Portlands 24/7,609416,Retailers - other,2014-06-03,5,15 Kensington High Street,LONDON,W8 5NP,5,0,0,-0.18829800000000,51.50205500000000
Portobello Creperie,333722,Retailers - other,2016-03-04,2,141-149 Portobello Road,LONDON,W11 2DY,10,15,10,-0.20407400000000,51.51418600000000
Portobello Creperie,756206,Retailers - other,2015-06-05,4,177 Portobello Road,LONDON,W11 2DY,5,5,10,-0.20407400000000,51.51418600000000
Portobello Day Care Nursery,334161,Hospitals/Childcare/Caring Premises,2015-01-28,5,244 Acklam Road,LONDON,W10 5YG,5,5,5,-0.20439300000000,51.52183400000000
Portobello Gardens,640117,Restaurant/Cafe/Canteen,2016-01-21,5,Former School Keeper's House,269B Portobello Road,"LONDON, W11 1LR",5,5,5,,
Portobello Gold,334377,Pub/bar/nightclub,2015-10-05,3,95-97 Portobello Road,LONDON,W11 2QB,10,5,10,-0.20246900000000,51.51283900000000
Portobello Hotel,653958,Hotel/bed & breakfast/guest house,2016-05-17,3,21-22 Stanley Gardens,LONDON,W11 2NG,10,5,10,-0.20319700000000,51.51228400000000
Portobello House,334148,Pub/bar/nightclub,2016-06-21,3,PUBLIC HOUSE,225 Ladbroke Grove,"LONDON, W10 6HQ",10,5,10,-0.21148000000000,51.51938800000000
Portobello Juice Cafe,632237,Restaurant/Cafe/Canteen,2015-04-22,5,297 Portobello Road,LONDON,W10 5TD,5,5,5,-0.20781100000000,51.51922500000000
Portobello Kitchen,732261,Restaurant/Cafe/Canteen,2016-07-26,4,207-209 Portobello Road,LONDON,W11 1LU,5,5,10,-0.20554600000000,51.51633000000000
Portobello Pizzeria Ristorante,333810,Restaurant/Cafe/Canteen,2015-12-07,4,7 Ladbroke Road,LONDON,W11 3PA,5,10,5,-0.19821500000000,51.50961800000000
Portobello Post Office,668441,Retailers - other,2015-03-12,Exempt,House excluding Ground Floor,325 Portobello Road,"LONDON, W10 5SY",,,,-0.20952100000000,51.52080600000000
Portobello Star Public House,334639,Pub/bar/nightclub,2015-04-16,3,Public House,171 Portobello Road,"LONDON, W11 2DY",5,10,10,-0.20407400000000,51.51418600000000
Portobello Whole Foods,334397,Retailers - other,2016-02-04,3,266 Portobello Road,LONDON,W10 5TY,10,10,10,-0.20719800000000,51.51903500000000
Poundland,333931,Retailers - other,2016-04-28,4,211-213 Portobello Road,LONDON,W11 1LX,5,10,5,,
Premier Convenience Store,716746,Retailers - other,2016-04-20,1,Ground Floor,109 Clarendon Road,"LONDON, W11 4JG",10,10,20,-0.21107300000000,51.51211600000000
Premier Inn,334260,Hotel/bed & breakfast/guest house,2015-08-18,5,11 Knaresborough Place,LONDON,SW5 0TJ,0,5,0,-0.19087100000000,51.49348900000000
Premier Inns,333808,Restaurant/Cafe/Canteen,2016-05-04,5,22-32 West Cromwell Road,LONDON,SW5 9QJ,0,5,0,-0.19659100000000,51.49455700000000
Press Bureau,668447,Retailers - other,2014-12-15,Exempt,213 Brompton Road,LONDON,SW3 2EJ,,,,-0.16763000000000,51.49718400000000
Prestat,756204,Restaurant/Cafe/Canteen,2015-09-17,4,186 Pavilion Road,LONDON,SW3 2TJ,10,0,10,-0.15909300000000,51.49272500000000
Pret A Manger,333671,Restaurant/Cafe/Canteen,2015-11-09,5,13-17 Old Brompton Road,LONDON,SW7 3HZ,5,5,0,-0.17413500000000,51.49340000000000
Pret A Manger,333438,Restaurant/Cafe/Canteen,2015-05-20,5,132 Brompton Road,LONDON,SW3 1HY,0,5,0,-0.16602700000000,51.49870500000000
Pret A Manger,409871,Takeaway/sandwich shop,2015-09-02,5,230 Earl's Court Road,LONDON,SW5 9AA,5,5,0,-0.19315000000000,51.49195000000000
Pret a Manger,780627,Restaurant/Cafe/Canteen,2015-07-28,5,35-37 King's Road,LONDON,SW3 4NB,0,5,0,-0.16181700000000,51.49018600000000
Pret A Manger,489737,Takeaway/sandwich shop,2015-03-02,5,367B Fulham Road,LONDON,,0,0,0,-0.18136000000000,51.48525800000000
Pret a Manger,434217,Restaurant/Cafe/Canteen,2016-01-20,5,99 Gloucester Road,LONDON,SW7 4SS,5,5,0,-0.18212500000000,51.49424400000000
Pret-a-Manger,333413,Takeaway/sandwich shop,2009-06-24,5,65-67 Notting Hill Gate,LONDON,W11 3JS,5,5,0,-0.19654600000000,51.50883600000000
Pret-a-Manger,668409,Restaurant/Cafe/Canteen,2016-06-01,5,Unit 1A,35 King's Road,LONDON,0,5,0,,
Pret-a-Manger,334908,Takeaway/sandwich shop,2016-05-17,5,Units 14 And 16 Kensington Arcade,123 Kensington High Street,"LONDON, W8 5SF",5,5,0,-0.19251400000000,51.50075300000000
Prezzo,334742,Restaurant/Cafe/Canteen,2016-03-29,5,35A Kensington High Street,LONDON,W8 5EB,0,5,0,-0.18907800000000,51.50201300000000
Primrose Bakery,783613,Restaurant/Cafe/Canteen,2016-02-10,4,282A Kensington High Street,LONDON,W14 8NZ,5,5,10,-0.20200400000000,51.49830000000000
Prince Albert,334355,Pub/bar/nightclub,2015-12-16,5,11 Pembridge Road,LONDON,W11 3HQ,5,5,5,-0.19769900000000,51.50954700000000
Prince Of Wales,334586,Pub/bar/nightclub,2016-08-15,5,Public House,8 Kensington Church Street,"LONDON, W8 4EP",5,5,0,-0.19094100000000,51.50263500000000
Princess Louise Nursing Home,334942,Hospitals/Childcare/Caring Premises,2016-06-06,5,Princess Louise of Kensington Nursing Home,Pangbourne Avenue,"LONDON, W10 6DH",0,5,0,-0.22223800000000,51.52146700000000
Princess Victoria,334487,Pub/bar/nightclub,2016-02-10,4,Public House,25 Earl's Court Road,"LONDON, W8 6EB",5,5,10,-0.19801400000000,51.49829300000000
Provenance Meat Company Limited,542956,Retailers - other,2014-10-23,5,33 Kensington Park Road,LONDON,W11 2EU,0,5,5,-0.20592000000000,51.51525700000000
Pure Cane,899252,Other catering premises,,AwaitingInspection,,,,,,,,
Pure Sin Trading Ltd,774018,Other catering premises,2015-06-26,5,,,,0,0,5,,
Quatre Saisons,333754,Takeaway/sandwich shop,2016-07-06,1,1A Exhibition Road,LONDON,SW7 2HE,5,10,20,-0.17381600000000,51.49489700000000
Queen's Gate London Hotel,623632,Restaurant/Cafe/Canteen,2016-02-18,4,31-34 Queen's Gate,LONDON,SW7 5JA,5,5,10,-0.18027600000000,51.49835200000000
Queen's Gate School,334417,School/college/university,2016-06-20,5,Queens Gate Schools Ltd,131-133 Queen's Gate,"LONDON, SW7 5LF",0,5,0,-0.17837400000000,51.49474300000000
Queens Head,815010,Pub/bar/nightclub,2015-11-05,3,25-27 Tryon Street,LONDON,SW3 3LG,10,10,5,-0.16304200000000,51.49053800000000
Queensberry Nursery,333673,Hospitals/Childcare/Caring Premises,2015-06-03,5,24 Queensberry Place,LONDON,SW7 2DR,5,0,5,-0.17771800000000,51.49421100000000
Quest Lunch Club,334756,Other catering premises,2016-09-14,5,85 Clarendon Road,LONDON,W11 4XQ,0,5,5,-0.21031600000000,51.51119700000000
R Garcia & Sons,334591,Retailers - other,2016-01-25,3,248-250 Portobello Road,LONDON,W11 1LL,10,5,10,-0.20644900000000,51.51791800000000
Rabbit,699610,Restaurant/Cafe/Canteen,2015-10-14,4,172 King's Road,LONDON,SW3 4UP,5,10,5,-0.16603600000000,51.48878700000000
Rachel Mount Cake Artist,333920,Manufacturers/packers,2015-06-05,5,Block C Unit 61A,124-128 Barlby Road,"LONDON, W10 6BL",0,0,5,-0.21892500000000,51.52325200000000
Raffles Club,905456,Pub/bar/nightclub,,AwaitingInspection,287 King's Road,LONDON,SW3 5EW,,,,-0.17356300000000,51.48534300000000
Rainbow News,334425,Retailers - other,2014-10-20,Exempt,Shop,63 Golborne Road,"LONDON, W10 5NP",,,,-0.20798900000000,51.52203300000000
Raj of Kensington,861358,Restaurant/Cafe/Canteen,2016-06-29,4,Ground Floor,1 Abingdon Road,"LONDON, W8 6AH",0,10,10,-0.19657700000000,51.49892700000000
Randa,333611,Restaurant/Cafe/Canteen,2015-10-05,5,23 Kensington Church Street,LONDON,W8 4LF,0,5,0,-0.19184900000000,51.50298200000000
Ranoush Juice,333488,Restaurant/Cafe/Canteen,2016-08-22,4,86 Kensington High Street,LONDON,W8 4SG,10,0,5,-0.19226000000000,51.50171100000000
Ranoush Juice Bar,333525,Restaurant/Cafe/Canteen,2016-01-04,5,Basement And Ground Floor,338 King's Road,"LONDON, SW3 5UR",,,,-0.17457100000000,51.48535000000000
Raoul's Cafe Notting Hill,333583,Restaurant/Cafe/Canteen,2016-01-19,3,105-107 Talbot Road,LONDON,W11 2AT,5,10,10,-0.20050400000000,51.51662200000000
Rasoi Vineet Bhatia (RVB Cuisine),333549,Restaurant/Cafe/Canteen,2015-05-19,3,10 Lincoln Street,LONDON,SW3 2TS,5,10,10,-0.16124700000000,51.49148100000000
Ravna Gora Hotel,333652,Hotel/bed & breakfast/guest house,2016-07-04,4,Hotel,29 Holland Park Avenue,"LONDON, W11 3RW",5,10,5,-0.20312700000000,51.50749000000000
Raw Press,840516,Restaurant/Cafe/Canteen,2016-01-22,5,3 Ellis Street,LONDON,,5,0,5,-0.15754300000000,51.49438200000000
RBK&C,556055,School/college/university,2015-06-29,5,St Charles Rc Primary School,83 St Charles Square,"LONDON, W10 6EB",0,0,5,-0.21389800000000,51.52167300000000
RBK&C Social Services,668430,Hospitals/Childcare/Caring Premises,2016-06-28,4,20 East Row,LONDON,W10 5AW,10,0,5,-0.21097900000000,51.52481200000000
Red Planet Pizza,653954,Takeaway/sandwich shop,2016-08-08,1,167 Ladbroke Grove,LONDON,W10 6HJ,15,15,20,-0.21030900000000,51.51726600000000
Redcliffe School,334866,School/college/university,2015-04-28,5,47 Redcliffe Gardens,LONDON,,5,5,0,-0.18621600000000,51.48591800000000
Religions of Mary Immaculate,334414,Hotel/bed & breakfast/guest house,2015-08-07,4,Convent Of Mary Immaculate,15-16 Southwell Gardens,"LONDON, SW7 4RN",5,0,10,-0.18424400000000,51.49566200000000
Rembrandt Hotel,334611,Hotel/bed & breakfast/guest house,2014-09-08,5,11 Thurloe Place,LONDON,#Error,0,0,0,-0.17013600000000,51.49577500000000
Restaurant Associates,910719,Restaurant/Cafe/Canteen,2016-08-15,5,364-366 Kensington High Street,LONDON,W14 8NS,5,5,5,-0.20511300000000,51.49726900000000
Restaurant Ours,904401,Restaurant/Cafe/Canteen,2016-07-11,4,264 Brompton Road,LONDON,SW3 2AS,5,10,5,-0.16921000000000,51.49406100000000
Reza Patisserie,334436,Retailers - other,2015-07-08,3,345 Kensington High Street,LONDON,W8 6NW,5,10,10,-0.20306100000000,51.49743500000000
Riccardos Restaurant,334536,Restaurant/Cafe/Canteen,2015-03-23,4,126 Fulham Road,LONDON,SW3 6HU,0,10,5,-0.17627300000000,51.48926100000000
Richard Ward,333610,Restaurant/Cafe/Canteen,2009-01-07,4,82 Duke Of York Square,LONDON,SW3 4LY,5,5,10,-0.15940400000000,51.49145300000000
Richmond College,334582,Restaurant/Cafe/Canteen,2016-09-08,5,1 St Alban's Grove,LONDON,W8 5PN,5,5,0,-0.18733200000000,51.49916200000000
Richoux Restaurant,768660,Restaurant/Cafe/Canteen,2015-09-01,5,Units 28 and 32,Gloucester Road Arcade,"128 Gloucester Road, LONDON, SW7 4SF",5,0,0,-0.18355500000000,51.49450900000000
Riley's,815013,Pub/bar/nightclub,2015-11-12,3,PUBLIC HOUSE,433 King's Road,"LONDON,",5,10,10,-0.17799100000000,51.48266900000000
Ripe Tomato,334563,Restaurant/Cafe/Canteen,2015-08-21,4,7 All Saints Road,LONDON,W11 1HA,0,10,5,-0.20386000000000,51.51777900000000
Roadster California,782442,Pub/bar/nightclub,2016-01-06,5,11 Kensington High Street,LONDON,W8 5NP,5,5,0,-0.18829800000000,51.50205500000000
Rocca,333843,Restaurant/Cafe/Canteen,2015-07-21,5,73 Old Brompton Road,LONDON,SW7 3JS,5,5,5,-0.17615000000000,51.49272100000000
Rococo Chocolates,334579,Retailers - other,2013-05-31,Exempt,321 King's Road,LONDON,SW3 5EP,,,,-0.17493100000000,51.48464500000000
Rococo News & Magazines,516848,Retailers - other,2015-02-19,4,12 Elgin Crescent,LONDON,W11 2HX,5,5,10,-0.20517400000000,51.51515600000000
Romano's,334375,Restaurant/Cafe/Canteen,2016-01-07,2,32 Kensington Church Street,LONDON,W8 4HA,15,10,10,-0.19183700000000,51.50400700000000
Romulo Cafe London,848132,Restaurant/Cafe/Canteen,2016-03-17,5,343 Kensington High Street,LONDON,W8 6NW,5,5,5,-0.20306100000000,51.49743500000000
Roof Gardens and Babylon Restaurant,334657,Restaurant/Cafe/Canteen,2016-03-09,5,Sixth To Eight Floor,99 Kensington High Street,"LONDON, W8 5SA",0,5,0,-0.19166900000000,51.50025500000000
Rooster Grill,778345,Takeaway/sandwich shop,2015-07-09,4,Ground Floor,149 Ladbroke Grove,"LONDON, W10 6HJ",5,5,10,-0.21030900000000,51.51726600000000
Rosa's Chelsea,695900,Restaurant/Cafe/Canteen,2014-10-20,5,Ground Floor,246 Fulham Road,"LONDON,",5,5,5,-0.18308200000000,51.48505100000000
Rose and Crown,334745,Pub/bar/nightclub,2015-06-10,3,90-92 Lower Sloane Street,LONDON,,10,10,10,-0.15682700000000,51.49001000000000
Ross Food & Wine,334936,Retailers - other,2016-04-18,3,Basement And Ground Floor,16 Gloucester Road,"LONDON, SW7 4RB",5,10,10,-0.18400400000000,51.49915600000000
Rossopomodoro,333917,Restaurant/Cafe/Canteen,2016-07-11,4,214 Fulham Road,LONDON,,0,10,5,-0.18225900000000,51.48545200000000
Rotisserie Bute Street,510440,Restaurant/Cafe/Canteen,2016-03-14,4,6 Bute Street,LONDON,SW7 3EX,0,10,10,-0.17618100000000,51.49373800000000
Royal Brompton In-House Catering,334675,Hospitals/Childcare/Caring Premises,2015-08-05,5,Royal Brompton Hospital,Sydney Street,"LONDON, SW3 6PY",0,5,5,-0.17086600000000,51.48975200000000
Royal Court Theatre Bar Cafe,333646,Restaurant/Cafe/Canteen,2014-11-06,5,Royal Court Theatre,Sloane Square,"LONDON,",0,0,5,-0.15641800000000,51.49262900000000
Royal Garden Hotel (Catering Units/function rooms/Bars,334971,Restaurant/Cafe/Canteen,2016-02-25,5,Royal Garden Hotel,2-24 Kensington High Street,"LONDON, W8 4PT",0,0,0,-0.18811900000000,51.50294200000000
Royal Grill,861361,Restaurant/Cafe/Canteen,2016-06-27,2,Ground Floor,24 Notting Hill Gate,"LONDON, W11 3JE",15,10,10,-0.19368400000000,51.50977300000000
Royal Marsden Hospital,334760,Restaurant/Cafe/Canteen,2016-01-04,5,203 Fulham Road,LONDON,SW3 6JJ,5,5,0,-0.17282400000000,51.49088000000000
Ruby Red,845651,Manufacturers/packers,2016-02-22,5,Ground Floor,341 Portobello Road,"LONDON, W10 5SA",5,5,5,-0.21053800000000,51.52134300000000
Rushmore Hotel,334626,Hotel/bed & breakfast/guest house,2009-09-28,5,11 Trebovir Road,LONDON,SW5 9LS,5,5,5,-0.19454600000000,51.49235000000000
Rydges Kensington London,334605,Hotel/bed & breakfast/guest house,2015-07-31,5,61 Gloucester Road,LONDON,SW7 4PE,,,,-0.18278600000000,51.49573800000000
Rys Hair and Beauty,632238,Restaurant/Cafe/Canteen,2014-02-25,5,176 Walton Street,#Error,ndon SW3 2JL,5,5,5,-0.16790800000000,51.49420300000000
